20
500 500
285 236 3
53 451 1
12 474 1
463 175 5
313 364 2
228 361 5
106 411 5
278 145 1
316 358 5
410 203 3
488 214 2
104 353 1
164 478 4
212 299 3
405 340 4
336 325 3
150 484 5
83 170 1
372 327 3
172 150 3
487 132 2
190 472 3
444 493 1
11 192 2
281 59 2
341 114 2
207 217 3
197 284 1
69 13 4
493 58 3
127 316 5
144 49 1
63 263 2
44 259 4
50 169 4
33 303 1
367 65 5
53 58 5
64 268 4
138 389 5
462 33 3
237 333 5
164 500 2
128 313 2
441 495 1
145 335 3
252 198 5
458 381 2
222 217 4
78 49 2
61 81 4
204 333 3
163 24 3
159 328 1
476 109 1
454 437 5
126 477 5
106 332 4
454 116 4
416 415 1
135 310 5
4 421 3
19 334 5
367 274 5
493 144 3
416 369 5
70 306 3
243 372 4
64 134 2
42 473 1
201 333 3
107 301 1
291 221 4
408 477 5
1 424 3
227 261 2
55 407 3
148 76 2
468 147 5
236 325 2
128 438 2
290 305 3
303 52 1
10 467 1
225 205 5
202 421 1
383 59 2
276 84 1
7 174 1
407 309 1
440 158 2
336 334 3
229 167 5
246 395 2
258 269 3
232 304 5
199 300 3
94 81 2
328 29 1
12 446 4
281 199 2
469 314 2
466 42 4
390 81 5
67 6 5
409 378 1
35 477 4
259 152 2
32 430 1
369 373 4
441 247 3
79 164 1
456 352 1
193 300 2
325 63 1
489 24 1
415 216 2
449 161 2
266 366 3
137 393 4
492 467 5
290 265 5
170 380 5
5 304 2
67 298 2
41 311 2
188 17 1
335 143 3
132 139 2
394 323 5
113 199 3
48 141 1
388 152 1
464 8 4
446 379 5
289 131 5
18 29 3
10 252 4
459 470 4
495 459 2
67 51 3
297 307 2
486 377 3
49 387 2
110 74 2
25 276 1
8 146 2
370 492 5
311 210 5
439 372 5
202 31 1
234 249 3
387 423 2
416 212 4
367 497 4
254 65 5
36 84 4
267 300 1
452 63 4
428 233 1
371 316 3
261 333 1
100 229 4
42 451 5
465 338 5
441 172 2
52 57 4
7 379 4
39 12 4
389 232 1
158 149 5
294 416 4
181 326 3
435 81 2
131 55 4
26 173 5
9 312 3
483 107 5
96 217 2
399 272 2
65 433 5
410 269 1
91 13 5
100 406 4
481 461 5
500 500
296 215 4
56 500 4
296 340 5
17 360 3
443 232 2
275 126 3
261 318 3
138 459 1
162 270 2
27 324 3
302 329 1
380 32 1
125 444 5
209 106 4
274 43 2
383 214 4
223 163 2
436 305 1
342 87 5
70 91 5
51 180 4
68 270 1
305 422 2
18 171 4
328 398 2
22 169 3
411 130 3
76 152 1
467 264 4
219 103 1
355 102 2
20 81 2
179 103 2
128 490 1
437 263 3
370 472 3
409 354 4
451 323 5
28 18 5
157 292 2
379 182 5
167 48 1
406 494 1
102 232 1
342 421 3
131 465 5
354 301 3
342 446 5
375 431 1
377 24 5
84 268 5
258 457 4
282 113 3
409 140 4
7 69 5
286 397 4
103 162 4
18 198 3
136 381 4
13 117 2
491 363 1
497 256 5
227 470 4
67 55 1
71 246 4
290 29 3
394 234 4
95 164 2
156 52 4
163 482 1
76 134 3
176 303 4
66 433 5
79 54 1
36 87 4
188 73 1
76 313 3
340 132 1
443 398 3
345 450 5
389 488 5
182 90 4
127 319 2
136 50 5
9 446 3
217 7 5
188 377 3
495 119 1
391 438 4
154 393 2
274 354 5
230 304 5
418 26 3
93 393 4
470 399 2
351 400 5
271 77 3
146 296 2
15 361 3
36 168 3
365 92 3
438 195 5
13 37 4
115 4 2
181 174 2
85 81 2
220 498 3
1 204 2
162 390 1
114 180 1
99 290 5
242 183 4
426 291 3
279 18 4
172 57 3
156 385 5
87 96 2
352 289 1
180 343 3
323 134 3
167 491 1
144 186 5
193 287 2
10 415 3
147 169 1
491 476 5
99 356 2
77 104 5
67 103 1
407 132 3
108 356 1
262 93 4
143 91 2
329 310 2
55 394 3
173 131 2
16 294 3
368 388 5
98 65 5
149 13 4
254 28 2
37 396 3
348 6 5
356 40 4
281 396 5
361 304 3
478 359 2
290 52 1
58 227 1
446 460 1
443 320 2
429 157 5
51 288 5
491 168 3
182 382 4
123 182 2
438 124 5
370 442 5
163 39 2
321 467 4
49 37 4
431 213 1
163 357 5
467 135 4
444 233 5
354 363 4
32 176 2
130 463 5
45 237 3
353 398 3
295 153 2
243 208 2
161 294 4
161 309 1
278 33 5
46 16 3
328 488 3
240 124 5
185 176 3
193 430 4
456 392 1
492 15 5
218 267 4
386 164 2
484 328 4
267 40 4
341 337 1
500 80 3
208 10 5
299 448 1
341 402 2
154 182 4
129 270 5
352 173 2
18 96 2
393 269 5
185 411 1
372 148 1
451 207 1
457 247 1
269 80 1
347 191 3
181 224 5
479 148 2
496 412 5
250 290 2
433 415 4
294 499 3
456 479 3
291 27 2
187 24 1
28 62 1
333 213 1
98 261 4
444 424 4
311 72 5
393 318 4
474 369 1
415 316 3
229 100 5
483 135 4
254 276 3
21 326 1
426 206 4
212 352 1
263 413 3
310 387 4
205 484 1
104 385 1
392 7 5
320 98 5
3 430 5
147 76 1
246 375 1
46 491 1
260 480 2
463 95 4
270 324 2
498 228 3
134 139 3
218 155 2
317 64 1
321 338 1
364 163 3
348 165 3
463 15 3
203 47 5
336 24 2
263 150 3
304 63 1
435 189 5
250 464 3
400 386 3
387 38 4
317 494 3
446 174 4
195 147 3
392 237 5
324 263 3
112 116 1
75 449 5
274 430 2
336 4 1
398 188 3
267 124 1
342 262 1
279 261 1
363 313 2
357 189 5
392 254 2
232 492 1
400 46 1
284 214 4
196 394 1
481 194 2
433 454 2
203 15 1
172 364 1
275 28 2
405 126 2
41 482 2
221 154 2
385 399 3
150 181 1
55 379 4
51 343 5
209 164 5
320 174 4
229 377 5
263 236 2
434 207 3
6 486 4
283 450 3
477 103 4
158 106 1
32 105 2
294 186 3
247 343 5
477 239 2
147 70 4
247 172 5
169 152 2
460 443 5
359 78 3
208 444 3
270 42 3
248 373 5
49 80 3
213 224 5
360 483 2
22 491 1
447 415 1
162 168 5
485 156 4
479 166 1
412 368 5
276 337 2
312 404 5
394 14 3
75 254 3
434 464 2
210 65 1
415 142 4
3 496 2
463 141 5
452 467 2
407 184 5
491 311 1
424 96 5
82 386 5
135 262 1
105 353 5
64 19 2
479 2 1
212 118 4
438 318 2
353 276 2
397 266 2
470 120 3
34 67 1
387 283 3
402 276 5
238 192 1
170 262 4
141 147 1
154 166 1
467 170 3
286 50 1
428 358 4
366 155 5
338 179 2
477 126 2
78 454 3
187 437 4
357 37 4
227 110 1
164 82 4
397 67 1
30 150 2
315 202 3
238 339 4
387 399 3
460 198 4
494 83 5
352 369 5
492 373 4
208 303 1
357 164 4
382 190 5
123 151 5
95 35 2
411 82 2
486 354 4
241 405 2
307 134 5
22 28 4
262 16 5
37 422 1
49 97 4
100 22 4
476 461 3
185 5 4
280 275 5
30 346 2
446 259 5
79 370 1
276 310 5
165 285 2
379 193 4
429 249 3
167 235 5
290 243 3
16 134 4
131 137 4
497 283 4
92 325 4
322 112 4
120 373 5
192 290 1
36 32 5
392 140 5
377 340 2
114 338 1
181 251 1
317 152 1
266 11 4
291 132 5
442 31 4
200 445 3
49 364 5
420 196 5
350 356 4
135 38 3
153 439 3
49 170 1
291 29 2
167 141 2
180 325 2
387 374 3
231 108 4
388 350 3
209 57 5
493 265 5
451 415 2
374 211 5
218 22 1
245 286 5
225 374 5
240 219 1
194 183 1
381 473 1
137 369 4
470 410 1
220 315 2
220 46 4
165 24 1
144 38 1
320 433 2
123 270 3
371 375 3
280 400 3
62 376 5
348 270 1
300 464 2
200 66 4
277 144 5
5 361 5
127 203 1
232 166 1
484 312 3
471 33 5
287 352 1
224 428 2
57 480 5
253 182 2
26 277 2
335 72 5
412 100 1
125 491 1
131 251 3
56 251 1
472 51 3
142 486 2
335 372 2
218 488 2
61 241 4
400 179 3
13 87 3
10 271 5
68 392 2
151 80 3
412 95 3
45 378 1
436 294 1
469 4 5
206 481 1
365 237 3
174 253 5
483 339 1
78 13 5
421 204 3
209 377 1
90 391 5
298 109 2
113 123 1
493 374 2
252 56 4
136 233 2
292 310 2
230 249 1
267 258 4
283 76 4
473 211 2
147 304 4
457 407 2
27 84 5
380 22 4
144 343 1
263 352 3
166 88 5
